code,name,1901-07,1902-07,1903-07,1904-07,1905-07,1906-07,1907-07,1908-07,1909-07,1910-07,1911-07,1912-07,1913-07,1914-07,1915-07,1916-07,1917-07,1918-07,1919-07,1920-07,1921-07,1922-07,1923-07,1924-07,1925-07,1926-07,1927-07,1928-07,1929-07,1930-07,1931-07,1932-07,1933-07,1934-07,1935-07,1936-07,1937-07,1938-07,1939-07,1940-07,1941-07,1942-07,1943-07,1944-07,1945-07,1946-07,1947-07,1948-07,1949-07,1950-07,1951-07,1952-07,1953-07,1954-07,1955-07,1956-07,1957-07,1958-07,1959-07,1960-07,1961-07,1962-07,1963-07,1964-07,1965-07,1966-07,1967-07,1968-07,1969-07,1970-07,1971-07,1972-07,1973-07,1974-07,1975-07,1976-07,1977-07,1978-07,1979-07,1980-07,1981-07,1982-07,1983-07,1984-07,1985-07,1986-07,1987-07,1988-07,1989-07,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07,2014-07,2015-07,2016-07,2017-07,2018-07,2019-07,2020-07,2021-07,2022-07
GNB.1051391,Quinara,2246.98,1676.52,1914.62,2089.86,2318.07,2572.26,1709.7,2146.19,2142.62,2038.25,1737.04,2024.05,1519.23,2365.04,2097.1,2173.02,1994.53,2636.84,2033.89,2127.58,2106.14,2316.41,2016.9,2324.54,2203.75,1923.84,2635.13,2351.49,2297.3,1905.33,1961.59,2411.2,2499.99,2136.46,2492.69,2601.87,2079.1,2300.02,2159.78,2184.45,1645.6,2167.67,2369.53,2068.16,1909.43,2053.82,2089.12,2027.63,1985.21,2937.42,2286.14,2254.25,2294.08,2604.39,2390.64,2336.01,2247.78,2547.96,2055.66,2134.91,2132.07,2174.51,2134.41,2151.53,2559.65,2091.05,2236.05,1569.1,2499.06,2039.6,1854.95,1547.72,1705.91,1898.16,2209.89,2343.38,1360.28,2122.74,1623.39,1430.43,1942.08,1646.67,1434.59,1456.59,1542.58,1623.66,1751.37,1919.32,1949.75,1607.22,1780.58,1880.92,1756.08,2164.09,1717.43,1696.06,1807.84,1792.3,2411.77,1991.61,1914.17,1386.17,2039.45,1742.43,2146.02,2160.78,1826.51,2264.23,2038.05,2213.87,1754.25,2205.83,1996.61,1894.59,2026.19,1946.88,2049.55,1758.14,1873.57,1932.08,1840.27,2565.59
GNB.1051392,Sector Autonomo De Bissau,2262.1,1569.1,1787.9,1949.5,2293.9,2587.7,1658.3,2139.0,2180.0,1968.0,1646.8,1826.8,1410.6,2321.5,2166.8,2097.1,1965.4,2547.9,1958.2,2097.6,2031.3,2276.5,1966.8,2433.0,2223.7,1888.2,2637.7,2332.3,2295.9,1910.0,1856.4,2363.6,2470.2,1960.6,2431.1,2530.3,2048.3,2289.7,2120.3,2061.8,1516.1,2096.2,2316.3,1967.2,1929.6,2022.5,2066.1,2000.6,1950.0,2702.2,2290.2,2216.3,2110.3,2466.9,2499.3,2427.9,2160.4,2487.5,1881.8,2184.4,2192.6,2245.0,2007.9,2124.4,2498.2,2041.6,2324.6,1369.1,2449.8,1952.2,1660.3,1350.7,1706.7,1809.6,2167.1,2266.4,1248.9,2044.4,1666.0,1353.0,1880.6,1577.5,1381.9,1493.2,1537.7,1485.0,1683.5,1847.1,1855.8,1624.5,1771.3,1832.3,1725.4,2069.8,1644.5,1626.2,1757.3,1701.1,2325.4,1905.3,1822.0,1279.0,1934.6,1632.5,2107.3,2064.5,1761.3,2254.8,2024.0,2143.5,1648.4,2198.9,1915.1,1815.4,1927.5,1939.5,2043.3,1657.5,1838.7,1920.2,1779.0,2514.9
GNB.1051393,Tombali,2401.04,1925.85,2134.5,2335.17,2515.55,2764.04,1901.16,2311.58,2263.97,2235.17,1952.15,2352.76,1745.83,2552.61,2241.22,2380.85,2179.52,2863.4,2283.58,2326.57,2392.8,2603.72,2191.07,2519.92,2316.83,2157.97,2798.31,2603.9,2441.15,1887.16,2272.27,2650.8,2610.31,2293.83,2710.08,2850.34,2231.2,2429.36,2363.15,2411.94,1855.32,2422.42,2565.4,2288.91,2045.36,2270.35,2259.1,2255.38,2178.63,3299.38,2546.28,2502.8,2541.93,2909.06,2616.5,2590.96,2497.31,2850.34,2282.28,2300.47,2340.78,2425.48,2350.82,2382.66,2779.17,2333.71,2487.6,1761.94,2747.13,2269.11,2062.03,1737.04,1887.08,2102.61,2377.82,2609.95,1492.26,2381.92,1829.37,1556.74,2149.58,1831.24,1603.6,1630.96,1698.73,1775.71,1942.25,2085.86,2157.7,1760.17,1983.68,2156.47,1935.2,2420.06,1894.08,1866.4,2013.7,1988.74,2668.04,2227.85,2150.88,1593.22,2214.78,1969.71,2306.58,2406.22,2009.2,2454.31,2197.05,2414.69,1956.53,2395.17,2200.19,2091.36,2256.26,2113.12,2239.69,1932.91,2053.57,2119.92,2001.93,2815.17
GNQ,Equatorial Guinea,2629.66,2739.84,2607.9,2374.45,2701.07,2339.4,2314.3,2700.13,2841.45,2694.12,2224.37,2575.84,1861.6,2140.39,2539.19,2511.87,2471.33,2461.44,2436.02,2476.5,2469.87,2696.6,2468.87,2783.34,2356.85,2818.15,2766.68,2975.6,2888.63,2662.44,2571.29,2285.99,2630.53,2698.27,2604.13,2312.09,2341.43,2655.59,2405.02,2279.05,2188.74,2358.16,2555.49,2573.68,2557.2,2620.09,2864.51,2700.93,2626.39,2806.72,2803.2,2939.13,2449.94,2581.85,2741.53,2996.75,2668.85,2237.03,2527.95,2879.1,2437.63,2827.68,2599.05,2643.1,2470.16,2598.9,2406.8,2462.67,2535.25,2701.02,2547.16,2306.99,2406.48,2408.81,2397.96,2481.17,2586.6,2291.85,2415.7,2306.54,2212.53,2310.49,1866.27,2597.29,2589.6,2326.45,2285.58,2835.64,2347.14,2570.7,2288.51,2108.41,2287.19,2418.34,2426.1,2594.7,2411.43,2774.39,2653.3,2547.48,2656.66,2866.41,2685.13,2643.88,2009.13,2288.7,3538.99,2659.68,2345.11,2134.8,2266.52,2913.49,2310.02,2315.29,1812.62,2290.71,2397.81,2534.35,2668.56,2289.22,2473.72,2438.27
GNQ.761198,Annobon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNQ.761199,Bioko Norte,3025.7,3544.5,3345.7,3195.3,3481.4,3475.3,2779.2,3349.4,3412.1,2693.9,2918.1,3014.4,3312.3,2881.0,3771.6,3380.3,2999.7,3059.7,2646.2,3282.2,2945.7,2991.2,3031.8,3157.2,3083.3,3083.8,3289.1,3368.2,3404.6,3131.8,3092.9,2691.0,3295.1,2847.1,3345.3,3215.5,2674.2,3387.3,3087.5,3078.3,3084.1,3417.8,3192.0,2944.1,2814.7,3020.2,2796.6,2843.2,2978.1,3037.7,3082.7,3298.7,3087.4,3371.9,3261.7,3834.2,3438.1,3019.8,3388.7,3421.8,3089.2,3343.8,2882.0,3531.9,3481.0,3300.2,2988.4,2996.9,3513.4,3144.1,3563.3,2677.7,2680.3,2727.9,2876.2,2842.7,2611.4,3146.0,2971.6,2909.9,2893.9,2865.3,2313.4,2630.1,3028.2,2993.8,2542.7,3139.9,2604.1,2924.7,2613.0,2556.4,3006.8,2708.4,2871.6,2993.7,3163.2,2942.8,2968.8,2775.7,3085.4,3111.7,3375.3,3226.9,2577.8,3247.9,3232.3,2960.6,2653.5,3118.8,2767.5,3035.9,2645.4,2762.3,2432.0,2727.6,2676.9,2952.6,3051.0,2946.0,2789.9,2800.3
GNQ.761200,Bioko Sur,3035.43,3485.56,3255.73,3104.21,3356.53,3290.99,2728.39,3370.93,3387.14,2848.43,2808.65,3127.45,3094.94,2793.05,3707.17,3398.93,2981.45,2969.01,2656.74,3114.12,2955.1,3027.36,3003.29,3211.13,3001.55,3101.08,3263.28,3366.87,3397.26,3124.13,3094.22,2642.11,3234.95,2849.66,3257.14,3153.38,2678.53,3368.25,3041.73,3038.08,3057.19,3265.34,3179.87,2901.05,2814.16,3083.19,2986.1,2988.6,3129.52,3105.88,3057.03,3259.55,3048.8,3305.87,3266.96,3810.46,3368.73,2959.24,3340.93,3436.62,3005.73,3310.27,2858.69,3503.62,3480.34,3262.25,2926.97,2912.83,3500.71,3118.31,3449.76,2662.42,2755.16,2731.82,2868.25,2874.35,2598.68,3035.16,2981.36,2871.69,2858.06,2834.58,2295.99,2699.3,3059.1,2962.94,2589.74,3150.92,2582.24,2921.1,2575.54,2482.69,2872.68,2805.58,3094.45,3118.57,3145.7,3193.16,3052.95,2782.2,3238.77,3201.29,3548.64,3332.92,2505.42,3132.27,3638.84,3008.34,2650.35,3157.95,2660.73,3320.82,2603.83,2761.43,2373.5,2729.46,2687.43,3132.41,3075.23,2936.2,2865.53,2853.03
GNQ.761201,Centro Sur,2640.63,2727.32,2612.1,2353.81,2697.94,2286.01,2324.43,2702.24,2850.88,2739.93,2221.97,2571.69,1763.7,2116.6,2488.37,2486.13,2478.04,2470.43,2470.13,2472.45,2478.88,2729.12,2476.54,2815.38,2351.17,2857.97,2799.31,3010.21,2916.14,2679.4,2586.72,2287.15,2639.76,2752.18,2588.52,2274.63,2365.41,2652.3,2396.95,2262.11,2165.35,2332.19,2566.44,2592.87,2577.98,2637.32,2928.09,2764.07,2658.91,2831.22,2823.64,2953.75,2453.91,2579.55,2773.25,2966.62,2667.44,2212.13,2505.48,2900.75,2459.96,2850.8,2626.21,2620.24,2430.73,2602.27,2406.94,2484.59,2513.0,2729.1,2533.86,2312.55,2425.84,2431.6,2410.64,2499.44,2673.74,2272.2,2421.18,2315.51,2189.42,2310.11,1864.4,2654.7,2579.87,2331.88,2293.19,2864.32,2367.81,2618.25,2316.71,2124.42,2263.1,2448.15,2447.66,2619.14,2398.13,2827.85,2684.39,2602.02,2662.22,2915.67,2660.97,2631.59,1998.4,2246.52,3634.91,2698.85,2370.0,2078.14,2266.46,2963.1,2339.22,2327.08,1794.35,2301.02,2415.31,2547.57,2684.18,2273.04,2496.37,2444.97
GNQ.761202,Kientem,2284.81,2311.88,2160.92,2029.77,2266.73,2042.43,1954.23,2273.37,2389.8,2291.03,1910.58,2157.19,1655.76,1826.05,2099.57,2096.01,2084.92,2076.46,2076.15,2079.22,2086.17,2312.55,2074.14,2300.42,1955.24,2352.77,2294.3,2453.54,2430.25,2284.85,2176.02,1960.49,2179.56,2192.64,2137.55,2011.4,1988.34,2251.64,1997.03,1961.71,1864.81,2011.42,2162.65,2118.75,2178.99,2132.73,2319.13,2239.93,2190.77,2330.63,2342.71,2578.76,2063.58,2156.11,2179.87,2627.39,2201.4,1926.46,2037.59,2402.64,1874.47,2359.27,2178.05,2274.15,2142.9,2223.01,2014.29,2021.3,2117.03,2296.69,2080.88,2038.46,2022.07,2114.63,2006.8,2139.82,2122.57,1957.24,2117.92,1971.88,1937.82,2002.6,1632.23,2191.28,2245.58,1968.74,2002.14,2274.01,1943.07,2098.98,1920.34,1802.09,1971.98,1999.21,1981.91,2130.46,2020.97,2345.13,2219.33,2065.92,2290.31,2373.37,2379.22,2311.92,1749.41,2016.85,2976.83,2188.74,1980.86,1853.63,1912.58,2371.17,1942.55,1974.45,1532.31,1985.46,2101.49,2146.28,2280.15,1955.12,2126.0,2062.24
GNQ.761203,Litoral,2962.2,3113.8,2955.45,2633.31,3081.04,2593.52,2589.31,3068.83,3241.95,3114.41,2460.1,2971.99,1937.55,2375.02,2827.66,2820.14,2792.95,2766.18,2764.57,2773.03,2795.4,3084.37,2792.57,3266.39,2637.78,3229.84,3119.7,3403.5,3289.92,3012.36,2899.79,2597.24,2999.54,3164.23,2996.18,2567.64,2630.69,2987.04,2717.92,2515.72,2414.39,2597.41,2897.59,2977.54,2921.1,3056.75,3334.53,3075.89,2965.23,3277.83,3196.09,3250.2,2727.61,2906.51,3249.57,3335.35,3032.47,2476.67,2883.14,3256.21,2801.99,3201.28,2958.89,2939.06,2708.2,2885.02,2758.59,2782.84,2823.47,3052.35,2848.68,2543.81,2749.64,2698.79,2746.5,2758.16,2984.24,2544.94,2674.3,2543.99,2435.76,2554.75,2030.47,2989.78,2953.71,2574.82,2564.74,3318.51,2673.56,2974.29,2613.98,2350.46,2539.42,2751.93,2767.13,2963.0,2726.01,3135.43,3027.22,2972.38,2979.53,3289.38,2951.67,2968.09,2215.88,2500.31,4106.2,3078.12,2654.85,2327.44,2573.65,3383.17,2612.19,2598.14,2018.27,2544.63,2659.5,2889.84,3033.92,2558.41,2768.22,2775.78
GNQ.761204,Welenzas,2269.87,2291.15,2206.2,2032.69,2257.9,1942.71,2024.08,2269.06,2410.73,2307.01,1913.51,2163.53,1598.12,1840.92,2116.39,2116.39,2116.39,2116.39,2116.39,2116.39,2116.39,2288.29,2105.73,2284.64,2026.42,2427.75,2387.59,2566.51,2449.24,2271.25,2198.66,1964.97,2215.18,2285.35,2185.29,1941.35,2041.45,2247.05,2049.1,1940.08,1841.67,1985.45,2137.57,2195.28,2210.58,2189.48,2482.9,2331.49,2260.68,2371.7,2464.46,2630.74,2121.02,2183.33,2219.08,2565.4,2251.88,1911.54,2128.26,2473.02,2078.71,2438.56,2268.13,2237.23,2089.36,2234.52,2020.37,2130.26,2131.97,2319.44,2151.13,2042.55,2068.27,2082.77,2018.83,2182.35,2230.81,1944.02,2076.01,2002.37,1912.27,2010.69,1656.9,2237.3,2201.72,2004.2,1998.07,2415.35,2064.28,2159.01,1959.12,1831.45,1984.31,2085.56,2031.76,2210.68,2022.98,2386.73,2272.95,2143.88,2285.38,2454.79,2302.19,2238.3,1747.73,1955.72,3033.86,2247.07,2034.66,1807.6,1949.22,2468.02,2004.26,1997.86,1554.57,1993.75,2125.49,2122.45,2287.29,1957.99,2156.09,2096.41
GRC,Greece,773.64,641.47,645.49,715.59,672.55,784.87,651.04,656.29,746.94,779.65,707.03,716.81,655.27,769.73,802.6,670.12,708.59,805.33,890.28,812.11,741.35,656.07,765.83,735.12,646.29,609.55,688.31,798.39,741.63,839.22,815.32,524.77,721.09,677.33,719.49,873.39,880.08,762.0,871.83,885.25,622.91,719.81,646.49,804.93,674.96,704.41,636.9,570.8,711.27,689.81,822.69,720.94,698.25,868.15,819.15,765.64,684.6,647.48,731.92,797.63,627.74,902.86,801.89,646.42,654.91,786.93,631.7,770.5,704.75,619.12,740.38,748.17,720.16,702.41,650.65,765.59,487.67,757.8,830.02,771.73,727.82,741.22,657.99,617.79,587.79,631.31,720.99,625.57,466.54,544.88,639.2,500.06,534.42,729.3,676.19,736.88,608.39,667.7,664.57,426.74,574.89,812.53,713.91,634.39,715.55,706.74,667.28,562.11,876.44,726.56,616.7,720.8,636.68,902.39,740.02,675.78,696.5,730.94,799.71,659.12,725.4,548.54
GRC.971336,Anatoliki Makedonia Kai Thraki,670.63,614.31,601.25,613.61,626.6,652.41,585.78,633.15,661.85,683.65,676.04,698.46,609.42,693.75,684.71,582.08,690.13,753.81,864.44,792.39,693.6,576.73,665.88,649.65,709.14,538.74,654.19,673.42,743.37,730.86,760.24,423.31,684.09,508.84,660.16,788.97,812.2,639.58,715.44,935.55,629.37,597.66,595.79,782.44,539.33,679.41,599.12,501.99,587.53,554.87,734.96,698.97,597.13,742.88,829.78,729.22,616.47,576.76,642.22,752.87,627.71,741.62,723.62,643.18,602.75,822.71,591.95,661.72,642.98,614.45,783.01,614.45,637.09,652.79,796.7,694.02,545.19,697.59,790.08,739.42,662.14,573.98,617.34,577.67,429.99,517.13,643.1,577.87,492.16,536.5,585.84,499.41,453.59,618.82,732.5,640.56,677.4,766.39,627.81,432.43,569.96,774.15,634.91,550.33,757.76,666.71,658.04,478.02,779.84,788.39,573.59,695.01,599.96,942.35,764.7,648.03,752.64,735.44,560.89,605.84,819.45,540.72
GRC.971337,Attiki,499.84,418.6,465.74,542.55,548.43,574.81,450.27,518.76,502.38,634.43,513.04,544.77,471.94,572.07,502.79,470.58,583.46,649.24,649.56,641.12,633.89,513.98,531.49,562.54,472.44,463.88,487.23,623.13,552.61,633.65,627.08,411.31,508.25,528.58,528.94,655.06,602.67,599.78,665.61,616.06,450.26,555.96,457.57,612.65,545.23,556.3,499.84,456.89,519.24,525.46,623.53,568.74,573.05,649.02,616.09,473.81,520.25,475.1,429.56,511.45,474.79,707.6,540.35,387.04,518.61,545.76,519.93,711.4,461.36,424.75,527.24,580.74,497.43,473.19,546.41,606.06,384.48,624.5,536.14,587.4,540.94,500.61,465.95,485.52,467.34,425.61,529.94,586.25,290.75,373.81,521.19,323.51,416.49,565.58,448.68,555.73,457.96,449.26,449.02,284.46,481.66,676.46,591.0,456.68,527.74,523.8,457.88,393.37,668.27,453.5,522.2,530.68,509.38,635.18,529.73,461.19,483.48,521.03,672.19,468.93,485.26,381.06
GRC.971338,Dytiki Ellada,1074.75,846.27,830.9,936.48,836.17,1045.25,872.19,851.16,985.63,1034.5,810.16,932.14,792.23,1036.36,1085.13,912.95,911.82,1039.44,1177.46,1042.07,956.61,898.2,1075.88,909.86,749.94,754.97,941.96,1123.63,873.88,1096.19,1136.81,699.68,1018.9,951.54,1009.5,1133.1,1178.96,1058.21,1270.54,1106.31,855.21,1008.95,857.7,1014.83,906.21,889.82,904.01,741.54,971.31,991.87,1128.22,984.87,900.17,1197.87,1004.37,1155.82,844.14,915.43,1031.87,1097.94,752.05,1256.88,1080.53,768.69,843.59,1087.26,708.68,1015.64,939.61,778.07,946.64,943.03,983.56,921.22,736.94,952.91,570.4,987.56,1146.28,1018.53,978.63,1002.72,823.94,768.94,842.81,875.2,950.37,784.18,541.93,741.15,787.34,589.21,764.59,917.52,867.3,1040.79,743.48,762.82,891.51,525.46,678.37,892.53,864.3,775.87,877.6,883.89,820.33,767.01,1177.98,853.85,813.48,908.53,849.71,1140.36,880.79,827.89,840.68,907.5,1133.71,769.82,862.63,642.09
GRC.971339,Dytiki Makedonia,920.55,680.69,683.77,750.41,661.85,891.68,688.22,636.32,841.1,798.55,754.56,753.57,706.25,839.48,1001.86,758.58,647.08,804.46,965.78,815.09,693.69,651.91,836.56,708.68,660.98,621.61,709.9,780.68,718.85,901.17,822.47,536.9,770.99,706.61,721.43,959.16,961.04,758.24,952.36,950.32,632.84,741.23,668.31,814.82,677.82,675.75,654.21,570.52,785.06,750.16,829.65,711.02,705.48,850.64,861.48,840.78,717.45,715.19,889.23,855.66,606.51,900.96,881.34,753.88,628.14,808.86,666.42,743.27,779.7,700.64,753.2,864.64,795.68,780.02,567.01,794.68,448.9,722.95,919.91,806.85,696.69,821.33,708.65,591.98,617.79,681.76,796.17,551.98,548.54,590.86,665.52,604.15,560.22,753.41,748.53,740.55,569.63,656.18,747.56,453.36,541.93,848.45,697.53,702.66,697.55,750.95,727.25,640.09,903.1,820.93,549.1,704.81,612.06,956.2,764.54,779.76,724.54,732.76,806.77,730.07,755.81,588.17
GRC.971340,Ionioi Nisoi,1299.47,1058.69,991.88,1131.29,1019.42,1239.4,1054.62,1000.4,1200.88,1179.56,898.95,1075.9,920.22,1211.16,1344.51,1118.87,1072.36,1218.25,1419.97,1187.35,1042.22,1106.9,1304.21,1098.97,838.85,894.57,1192.75,1369.78,1045.11,1253.39,1356.67,845.98,1256.93,1134.21,1289.98,1280.22,1429.23,1247.59,1571.83,1309.18,1072.97,1232.87,1073.84,1237.57,1098.01,1059.49,1141.44,850.84,1201.1,1245.76,1361.73,1193.78,1054.0,1459.18,1163.22,1382.14,1012.46,1172.46,1238.78,1339.47,923.39,1468.01,1278.73,936.09,1004.28,1346.44,865.96,1226.2,1195.13,995.67,1144.14,1129.13,1179.0,1119.92,858.5,1129.14,703.48,1173.6,1392.27,1205.44,1168.5,1149.38,953.42,915.01,1034.55,1033.91,1131.61,924.35,643.23,930.29,868.47,682.27,920.75,1036.13,1073.07,1297.93,900.43,929.78,1096.0,713.96,830.7,1070.82,1074.45,951.59,1083.82,1057.62,1005.99,964.67,1450.35,1110.2,963.94,1081.62,1060.29,1347.96,1037.84,986.98,1003.01,982.34,1335.13,893.48,1063.5,793.02
GRC.971341,Ipeiros,1372.36,1067.29,1023.82,1142.23,996.83,1314.08,1089.75,994.95,1258.97,1211.35,1004.49,1109.47,996.5,1254.48,1436.13,1151.17,1030.23,1225.69,1469.92,1212.87,1066.97,1068.82,1345.28,1095.12,894.51,917.86,1161.42,1330.27,1054.82,1337.58,1336.03,851.98,1238.14,1125.93,1245.1,1361.55,1468.6,1227.61,1540.92,1382.66,1027.01,1205.64,1070.0,1257.39,1088.85,1060.35,1080.99,861.62,1207.78,1229.63,1336.39,1159.49,1088.39,1450.76,1209.87,1401.89,1068.02,1159.9,1338.43,1367.09,944.8,1478.78,1346.99,1066.56,1000.87,1307.31,895.03,1160.18,1208.73,1000.96,1174.33,1204.65,1200.61,1162.75,831.41,1140.86,691.31,1142.55,1417.57,1211.36,1135.52,1246.85,999.8,919.09,1032.49,1028.65,1185.06,885.72,717.94,898.34,935.77,774.65,920.13,1136.92,1114.22,1214.66,874.85,982.19,1109.53,703.22,796.85,1152.07,1043.82,998.35,1060.97,1101.47,1041.24,976.71,1435.09,1179.68,903.29,1105.58,1012.22,1420.54,1092.97,1065.35,1052.22,1052.5,1327.22,993.16,1106.29,837.35
GRC.971342,Kentriki Makedonia,616.24,508.51,505.92,539.92,524.7,605.24,494.32,504.17,597.38,608.53,584.14,590.08,516.28,623.71,667.65,535.94,530.22,608.15,700.49,647.87,565.56,487.82,579.47,547.58,547.98,466.6,530.41,554.59,593.83,653.03,629.9,375.14,564.84,496.4,509.85,725.83,714.81,563.63,649.7,717.62,502.57,538.69,488.84,627.56,478.57,538.49,476.1,434.79,546.53,510.5,655.34,557.92,531.32,631.12,716.91,598.31,546.92,473.57,598.43,628.27,474.73,659.26,639.51,536.16,459.55,573.6,529.36,556.81,545.46,503.85,588.08,621.53,589.86,577.11,523.99,604.24,375.29,581.2,649.8,607.37,529.86,604.98,537.4,451.28,413.0,484.57,582.03,447.85,400.85,455.38,526.95,449.48,371.83,551.16,569.22,516.33,465.12,541.39,536.47,311.77,428.7,695.74,543.69,491.04,593.89,578.04,577.44,437.15,653.17,613.16,434.21,547.82,462.78,755.09,632.41,582.88,602.98,603.68,545.83,544.21,648.83,456.81
GRC.971343,Kriti,742.01,727.58,734.27,837.05,857.77,783.99,729.38,796.81,789.86,815.01,910.0,661.39,835.57,659.34,617.07,595.98,906.13,948.44,804.74,854.47,852.48,743.42,702.91,1104.48,740.52,804.67,720.05,950.0,1075.74,864.58,757.56,716.33,546.75,822.12,733.05,799.55,888.59,863.41,657.65,872.11,606.32,761.28,800.83,847.35,836.44,839.28,549.75,753.44,783.08,657.39,761.08,623.62,782.58,1106.95,696.24,618.7,950.97,602.26,590.1,740.47,919.67,1073.38,856.73,701.91,848.07,697.89,822.83,920.44,681.98,565.45,723.09,779.3,697.1,650.09,748.28,963.82,667.0,844.88,802.37,756.6,857.93,771.9,813.1,796.75,714.96,768.55,719.02,861.72,529.87,497.89,719.36,497.7,608.28,941.15,535.29,937.61,747.81,786.28,614.01,574.36,770.22,893.86,1024.71,781.4,770.9,783.57,680.79,580.18,905.17,685.36,848.13,914.4,698.62,807.8,762.69,676.29,675.86,808.12,1061.96,856.3,683.24,699.93
GRC.971345,Peloponnisos,736.16,578.76,654.07,755.58,739.64,802.69,650.19,727.12,712.91,889.44,683.43,771.55,640.59,811.88,751.08,690.26,809.98,870.26,910.19,875.65,850.49,739.52,759.11,762.56,621.02,646.9,683.73,879.03,751.63,861.9,884.3,577.03,735.1,752.32,742.53,903.57,861.66,848.63,944.93,876.4,652.7,792.38,663.71,790.51,753.05,744.19,735.79,664.96,759.36,743.03,872.85,799.08,743.87,865.24,794.7,752.9,634.93,708.38,634.96,729.97,625.24,982.6,770.46,519.53,724.74,813.72,684.57,987.6,713.6,609.47,726.23,740.67,723.67,679.71,706.8,777.91,496.96,828.94,777.32,803.39,767.43,733.81,694.0,655.41,672.66,748.9,760.48,813.24,365.78,577.41,694.87,461.41,571.48,745.98,634.95,808.93,630.32,598.76,617.74,436.54,698.41,845.24,823.88,630.22,736.22,699.92,619.86,576.72,939.71,595.17,738.48,725.88,711.36,881.56,690.76,621.55,657.36,741.64,992.31,624.69,614.4,529.74
GRC.971346,Sterea Ellada,685.17,540.77,575.29,658.09,618.9,728.42,583.59,615.58,652.87,767.49,612.23,671.93,574.83,740.15,708.5,627.29,662.19,750.8,823.82,779.06,741.56,613.94,717.92,648.79,563.06,544.6,615.61,752.65,635.26,804.78,780.88,477.78,681.02,648.42,672.66,832.27,784.31,733.46,869.58,773.63,557.01,688.86,561.92,728.94,638.32,647.02,609.86,523.87,653.05,658.97,787.89,679.83,685.12,765.32,769.56,668.77,594.89,586.26,619.38,707.44,529.98,871.82,711.01,515.91,592.85,704.86,576.39,795.86,584.41,520.78,655.5,714.77,651.12,621.7,624.74,712.13,435.37,732.61,709.29,723.77,656.93,679.36,583.68,582.77,555.92,563.24,665.01,628.1,359.64,486.98,633.78,423.88,495.69,684.28,590.07,681.54,539.55,541.08,586.22,328.77,527.87,765.29,647.26,570.41,638.4,642.26,574.01,511.06,818.38,588.23,592.94,635.86,595.47,819.13,659.99,584.74,605.43,675.41,789.9,573.46,613.01,465.2
GRC.971347,Thessalia,786.91,591.28,609.13,683.71,612.39,785.96,623.44,611.05,724.96,765.14,664.43,687.12,617.41,772.9,829.71,672.39,635.27,756.87,873.68,793.06,719.3,607.05,756.46,660.77,594.62,547.51,642.91,740.59,652.65,847.15,775.65,492.13,707.05,657.4,666.51,882.77,845.5,728.61,883.64,825.85,576.86,693.93,597.18,739.5,629.63,638.52,601.03,535.51,700.97,683.89,818.73,670.73,681.78,807.27,822.58,751.94,651.94,615.87,760.02,768.28,533.07,867.88,788.38,617.89,588.21,735.05,584.4,720.85,669.31,588.89,694.11,763.98,709.11,680.23,545.12,699.25,405.61,704.18,808.33,757.75,662.98,768.54,610.46,554.3,559.85,615.63,719.42,544.63,436.48,523.95,632.18,491.39,491.69,698.29,628.09,670.11,516.77,564.19,639.97,362.2,484.75,781.58,634.95,599.56,653.54,680.14,633.33,555.1,836.8,663.53,569.96,643.83,574.78,880.88,713.73,655.06,643.76,726.92,770.91,634.76,658.71,492.37
GRC.971348,Voreio Aigaio,510.29,545.1,595.87,712.88,653.26,680.19,585.42,619.28,617.48,767.65,703.32,701.2,616.34,736.43,581.44,566.59,744.72,761.8,761.65,744.06,754.76,611.76,674.89,682.39,644.16,652.75,596.77,813.36,707.13,733.18,799.64,480.63,694.97,598.8,715.21,778.07,704.11,707.26,827.69,855.77,508.7,654.05,559.45,838.92,706.26,741.59,631.29,545.42,543.2,583.74,763.98,831.56,630.41,816.52,740.66,591.12,498.61,579.6,559.09,720.67,624.12,863.04,650.86,660.43,803.88,817.6,506.73,694.62,688.99,618.61,714.02,485.36,586.27,647.64,713.85,689.19,494.72,775.17,666.6,688.67,870.5,595.54,554.34,662.27,486.45,595.16,606.67,643.36,381.83,438.15,461.06,350.24,492.29,638.53,632.46,643.93,664.47,779.88,594.04,433.69,710.45,798.38,675.04,570.79,724.03,575.21,560.64,427.74,884.92,694.31,629.34,777.55,714.72,779.97,668.07,579.95,671.96,688.55,746.03,536.85,685.23,463.27
